title,url,publication_date
Propositional Attitude Reports,https://plato.stanford.edu/entries/prop-attitude-reports/,2000-02-16
Identity and Individuality in Quantum Theory,https://plato.stanford.edu/entries/qt-idind/,2000-02-15
War,https://plato.stanford.edu/entries/war/,2000-02-04
Infinitary Logic,https://plato.stanford.edu/entries/logic-infinitary/,2000-01-23
William Godwin,https://plato.stanford.edu/entries/godwin/,2000-01-16
The Mind/Brain Identity Theory,https://plato.stanford.edu/entries/mind-identity/,2000-01-12
Aristotle’s Psychology,https://plato.stanford.edu/entries/aristotle-psychology/,2000-01-11
Temporal Logic,https://plato.stanford.edu/entries/logic-temporal/,1999-11-29
Medieval Theories of Analogy,https://plato.stanford.edu/entries/analogy-medieval/,1999-11-29
Peter John Olivi,https://plato.stanford.edu/entries/olivi/,1999-11-02
Divine Illumination,https://plato.stanford.edu/entries/illumination/,1999-11-02
Logical Form,https://plato.stanford.edu/entries/logical-form/,1999-10-19
Medieval Theories of Practical Reason,https://plato.stanford.edu/entries/practical-reason-med/,1999-10-08
Reichenbach’s Common Cause Principle,https://plato.stanford.edu/entries/physics-Rpcc/,1999-09-23
Properties,https://plato.stanford.edu/entries/properties/,1999-09-23
Intuitionistic Logic,https://plato.stanford.edu/entries/logic-intuitionistic/,1999-09-01
Richard the Sophister,https://plato.stanford.edu/entries/richard-sophister/,1999-08-04
Nineteenth Century Geometry,https://plato.stanford.edu/entries/geometry-19th/,1999-07-26
Holism and Nonseparability in Physics,https://plato.stanford.edu/entries/physics-holism/,1999-07-22
Thomas Aquinas,https://plato.stanford.edu/entries/aquinas/,1999-07-12
Virtue Epistemology,https://plato.stanford.edu/entries/epistemology-virtue/,1999-07-09
Medieval Theories of Modality,https://plato.stanford.edu/entries/modality-medieval/,1999-06-30
Supertasks,https://plato.stanford.edu/entries/spacetime-supertasks/,1999-06-29
Feminist Perspectives on the Self,https://plato.stanford.edu/entries/feminism-self/,1999-06-28
The Philosophy of Neuroscience,https://plato.stanford.edu/entries/neuroscience/,1999-06-07
Philip the Chancellor,https://plato.stanford.edu/entries/philip-chancellor/,1999-03-20
The Hole Argument,https://plato.stanford.edu/entries/spacetime-holearg/,1999-02-01
Epiphenomenalism,https://plato.stanford.edu/entries/epiphenomenalism/,1999-01-18
Artifact,https://plato.stanford.edu/entries/artifact/,1999-01-05
Indispensability Arguments in the Philosophy of Mathematics,https://plato.stanford.edu/entries/mathphil-indis/,1998-12-21
Dialetheism,https://plato.stanford.edu/entries/dialetheism/,1998-12-04
Medieval Theories of Conscience,https://plato.stanford.edu/entries/conscience-medieval/,1998-11-23
Multiple Realizability,https://plato.stanford.edu/entries/multiple-realizability/,1998-11-23
The St. Petersburg Paradox,https://plato.stanford.edu/entries/paradox-stpetersburg/,1998-11-04
Experiment in Physics,https://plato.stanford.edu/entries/physics-experiment/,1998-10-05
Conventionality of Simultaneity,https://plato.stanford.edu/entries/spacetime-convensimul/,1998-08-31
Cosmology and Theology,https://plato.stanford.edu/entries/cosmology-theology/,1998-07-02
Aristotle’s Political Theory,https://plato.stanford.edu/entries/aristotle-politics/,1998-07-01
Relevance Logic,https://plato.stanford.edu/entries/logic-relevance/,1998-06-17
Frege’s Theorem and Foundations for Arithmetic,https://plato.stanford.edu/entries/frege-theorem/,1998-06-10
Everettian Quantum Mechanics,https://plato.stanford.edu/entries/qm-everett/,1998-06-03
The Language of Thought Hypothesis,https://plato.stanford.edu/entries/language-thought/,1998-05-28
Feminist Ethics,https://plato.stanford.edu/entries/feminism-ethics/,1998-05-12
Pascal’s Wager,https://plato.stanford.edu/entries/pascal-wager/,1998-05-02
Leibniz on the Problem of Evil,https://plato.stanford.edu/entries/leibniz-evil/,1998-01-04
Folk Psychology as Mental Simulation,https://plato.stanford.edu/entries/folkpsych-simulation/,1997-12-08
Jacques Maritain,https://plato.stanford.edu/entries/maritain/,1997-12-05
Descartes’ Epistemology,https://plato.stanford.edu/entries/descartes-epistemology/,1997-12-03
Color,https://plato.stanford.edu/entries/color/,1997-12-01
Mental Imagery,https://plato.stanford.edu/entries/mental-imagery/,1997-11-18
Constructive Mathematics,https://plato.stanford.edu/entries/mathematics-constructive/,1997-11-18
Karl Popper,https://plato.stanford.edu/entries/popper/,1997-11-13
Ancient Skepticism,https://plato.stanford.edu/entries/skepticism-ancient/,1997-11-04
Folk Psychology as a Theory,https://plato.stanford.edu/entries/folkpsych-theory/,1997-09-22
Structured Propositions,https://plato.stanford.edu/entries/propositions-structured/,1997-09-22
Leibniz’s Philosophy of Mind,https://plato.stanford.edu/entries/leibniz-mind/,1997-09-22
Prisoner’s Dilemma,https://plato.stanford.edu/entries/prisoner-dilemma/,1997-09-04
Deflationism About Truth,https://plato.stanford.edu/entries/truth-deflationary/,1997-08-28
Paul Feyerabend,https://plato.stanford.edu/entries/feyerabend/,1997-08-26
Qualia,https://plato.stanford.edu/entries/qualia/,1997-08-20
The Traditional Square of Opposition,https://plato.stanford.edu/entries/square/,1997-08-08
Singular Propositions,https://plato.stanford.edu/entries/propositions-singular/,1997-07-19
Probabilistic Causation,https://plato.stanford.edu/entries/causation-probabilistic/,1997-07-11
Bernard Bosanquet,https://plato.stanford.edu/entries/bosanquet/,1997-06-15
Friedrich Nietzsche,https://plato.stanford.edu/entries/nietzsche/,1997-05-30
Nietzsche’s Life and Works,https://plato.stanford.edu/entries/nietzsche-life-works/,1997-05-30
Connectionism,https://plato.stanford.edu/entries/connectionism/,1997-05-18
The Epistemology of Religion,https://plato.stanford.edu/entries/religion-epistemology/,1997-04-23
Wilfrid Sellars,https://plato.stanford.edu/entries/sellars/,1997-02-22
Tropes,https://plato.stanford.edu/entries/tropes/,1997-02-19
Georg Wilhelm Friedrich Hegel,https://plato.stanford.edu/entries/hegel/,1997-02-13
Vagueness,https://plato.stanford.edu/entries/vagueness/,1997-02-08
Game Theory,https://plato.stanford.edu/entries/game-theory/,1997-01-25
Sorites Paradox,https://plato.stanford.edu/entries/sorites-paradox/,1997-01-17
The Church-Turing Thesis,https://plato.stanford.edu/entries/church-turing/,1997-01-08
Thought Experiments,https://plato.stanford.edu/entries/thought-experiment/,1996-12-28
Causal Processes,https://plato.stanford.edu/entries/causation-process/,1996-12-08
Category Theory,https://plato.stanford.edu/entries/category-theory/,1996-12-06
Holes,https://plato.stanford.edu/entries/holes/,1996-12-05
Søren Kierkegaard,https://plato.stanford.edu/entries/kierkegaard/,1996-12-03
Liberalism,https://plato.stanford.edu/entries/liberalism/,1996-11-28
Informal Logic,https://plato.stanford.edu/entries/logic-informal/,1996-11-25
Logical Constructions,https://plato.stanford.edu/entries/logical-construction/,1996-11-20
Arthur Prior,https://plato.stanford.edu/entries/prior/,1996-10-07
Paraconsistent Logic,https://plato.stanford.edu/entries/logic-paraconsistent/,1996-09-24
Cognitive Science,https://plato.stanford.edu/entries/cognitive-science/,1996-09-23
Distributive Justice,https://plato.stanford.edu/entries/justice-distributive/,1996-09-22
Miracles,https://plato.stanford.edu/entries/miracles/,1996-09-04
The Coherence Theory of Truth,https://plato.stanford.edu/entries/truth-coherence/,1996-09-03
Existence,https://plato.stanford.edu/entries/existence/,1996-08-22
Historicist Theories of Scientific Rationality,https://plato.stanford.edu/entries/rationality-historicist/,1996-08-12
The Identity of Indiscernibles,https://plato.stanford.edu/entries/identity-indiscernible/,1996-07-31
Private Language,https://plato.stanford.edu/entries/private-language/,1996-07-26
Inconsistent Mathematics,https://plato.stanford.edu/entries/mathematics-inconsistent/,1996-07-02
Pantheism,https://plato.stanford.edu/entries/pantheism/,1996-06-04
Donald Davidson,https://plato.stanford.edu/entries/davidson/,1996-05-29
Alfred North Whitehead,https://plato.stanford.edu/entries/whitehead/,1996-05-21
Principia Mathematica,https://plato.stanford.edu/entries/principia-mathematica/,1996-05-21
Francis Herbert Bradley,https://plato.stanford.edu/entries/bradley/,1996-05-09
Voluntary Euthanasia,https://plato.stanford.edu/entries/euthanasia-voluntary/,1996-04-18
Stoicism,https://plato.stanford.edu/entries/stoicism/,1996-04-15
The Identity Theory of Truth,https://plato.stanford.edu/entries/truth-identity/,1996-03-28
Teleological Notions in Biology,https://plato.stanford.edu/entries/teleology-biology/,1996-03-20
Contemporary Approaches to the Social Contract,https://plato.stanford.edu/entries/contractarianism-contemporary/,1996-03-03
Original Position,https://plato.stanford.edu/entries/original-position/,1996-02-27
Public Justification,https://plato.stanford.edu/entries/justification-public/,1996-02-27
Ontological Arguments,https://plato.stanford.edu/entries/ontological-arguments/,1996-02-08
Animal Consciousness,https://plato.stanford.edu/entries/consciousness-animal/,1995-12-23
The Revision Theory of Truth,https://plato.stanford.edu/entries/truth-revision/,1995-12-15
Peirce’s Deductive Logic,https://plato.stanford.edu/entries/peirce-logic/,1995-12-15
Russell’s Paradox,https://plato.stanford.edu/entries/russell-paradox/,1995-12-08
Bertrand Russell,https://plato.stanford.edu/entries/russell/,1995-12-07
Turing Machines,https://plato.stanford.edu/entries/turing-machine/,1995-09-14
Gottlob Frege,https://plato.stanford.edu/entries/frege/,1995-09-14
